session_id,target
1,1.9003991939952294e-05
2,1.723958259516598e-10
3,3.1127672025092987e-12
4,1.2831693820505257e-10
5,8.201111317012819e-08
6,4.83857717093336e-08
7,1.8730934447821495e-08
8,3.456236587749587e-05
9,7.309020159679675e-07
10,0.00032292431016403566
11,1.9767917776107874e-06
12,6.843700614796619e-08
13,1.222298572315101e-06
14,0.0008733909500930382
15,4.907471941701596e-07
16,4.799994070655154e-06
17,0.04107772728694358
18,2.0166399628994168e-08
19,0.004276030202667337
20,2.8891809193589007e-10
21,0.1272045574972524
22,1.8969145539523413e-12
23,1.6330974088791642e-08
24,8.578182441510842e-07
25,0.001049554930691139
26,3.0051677833136726e-06
27,4.3861787878594194e-07
28,1.3359953258829736e-09
29,0.002152013974454632
30,1.5888596742290883e-06
31,0.008327196210844243
32,0.036586705197138775
33,7.888229761913669e-07
34,3.8735504522484714e-11
35,7.547439523811028e-05
36,9.894359420515553e-10
37,6.214551898973886e-12
38,1.3743198384761168e-09
39,3.3923076595139145e-07
40,1.0162827198555401e-08
41,6.726898527147437e-05
42,8.095785250412919e-07
43,7.701700511232491e-07
44,1.7529485453651684e-07
45,0.6666809761839233
46,6.313035167558592e-06
47,0.0005133012074546149
48,4.399670755425096e-07
49,2.486619303769962e-05
50,4.4572495860892874e-08
51,4.430010184796068e-11
52,2.719332937204932e-05
53,0.12680934965493493
54,6.371071065550997e-09
55,0.00016028212829832325
56,3.6089976249768627e-06
57,3.264614940609432e-10
58,6.218684928187417e-10
59,1.8538066717726324e-10
60,1.621332032684688e-09
61,1.9160090305520185e-08
62,3.0202877568496716e-06
63,1.5731646952890858e-08
64,0.00023459216244587453
65,6.598228010937482e-09
66,7.461089913164234e-10
67,3.878106616305872e-05
68,0.001524877582518036
69,0.00022417883790440724
70,2.0734970129805622e-08
71,6.79109208786219e-06
72,4.332751709455084e-09
73,0.0006419124142555904
74,2.4618706335304536e-08
75,1.3843345258695232e-08
76,1.3519916599793345e-05
77,1.28226447916176e-07
78,0.001809106259456659
79,8.990940225180883e-09
80,4.425935776249889e-09
81,2.346132607879369e-08
82,2.7576791858511754e-09
83,2.358688103005989e-11
84,0.9772941888230531
85,6.162099950699964e-06
86,4.725719426202524e-09
87,0.002946258467060593
88,1.3986845399304426e-06
89,2.4971225427796047e-09
90,0.1581817277099396
91,8.181285960306062e-08
92,9.204653933440223e-09
93,0.19571954409653783
94,8.819736211475747e-05
95,9.924710179456358e-05
96,5.159297292373513e-10
97,8.451701172431083e-05
98,2.1587375453259576e-09
99,3.5943627794419086e-09
100,1.7741126964593415e-05
101,7.973617569114796e-09
102,8.662238310645137e-05
103,1.0389441859150948e-05
104,0.002810154081105592
105,1.1477382226365961e-10
106,2.082296361368821e-05
107,2.6995370482481954e-08
108,2.342724734161424e-05
109,2.3458093372466232e-08
110,9.848937447565758e-10
111,4.942518503370126e-05
112,4.273045763109498e-09
113,6.87161126630969e-05
114,5.030359952193541e-09
115,1.1320846836251465e-07
116,2.678104524261526e-09
117,8.979361023525635e-07
118,1.8774758471269355e-06
119,4.071444679687466e-06
120,8.068128591223614e-08
121,3.789151980344717e-08
122,1.7191716360150577e-10
123,9.744874543256234e-06
124,4.7599436825780845e-05
125,0.017015106647644235
126,1.4561687247603729e-10
127,4.257240431919463e-12
128,7.64402152162914e-09
129,1.1274883603333084e-05
130,0.003444404625160011
131,1.965165072442229e-05
132,4.206606349389932e-07
133,0.0011769349112466705
134,3.5351948021623623e-06
135,1.3320909544783507e-08
136,6.2347502984915755e-06
137,7.013809497916635e-07
138,0.00013896900141322974
139,1.6312419724117831e-09
140,1.5921889477720178e-07
141,1.0588375606256179e-10
142,1.1386898159017277e-08
143,2.193983831010519e-06
144,1.1145928562876268e-06
145,1.7397905858647091e-10
146,1.2354268773334457e-05
147,9.319700438674582e-09
148,0.0010842042481191809
149,3.166701770357333e-08
150,0.040008204767938524
151,2.339156434108109e-10
152,0.19829328298034127
153,1.1752677469712883e-06
154,1.6187978554978956e-05
155,1.2975894341969162e-05
156,5.023762546514024e-10
157,3.3685326047928517e-09
158,0.0005628000864177111
159,3.859253367297461e-09
160,1.8158688465659852e-10
161,0.001957648761250774
162,1.4190453737970117e-05
163,0.00028907348175157325
164,6.231738177629697e-06
165,2.256242092392299e-11
166,7.029974113946795e-08
167,0.012000257560440802
168,4.209572559241944e-08
169,2.1854007353609068e-08
170,2.8425757429184266e-05
171,1.2255387435349854e-08
172,0.0006679640702473342
173,1.965643276287302e-05
174,3.832787304066722e-06
175,0.43966275280652745
176,9.396643415425123e-05
177,0.0004441872955841158
178,7.318127175335138e-08
179,1.6266878868334374e-07
180,9.479873817082126e-09
181,8.975257780515535e-07
182,2.393390213264968e-05
183,4.709310839303856e-08
184,1.6580909095887632e-10
185,0.000470901809297385
186,2.1390173112505655e-06
187,1.0083099449980653e-09
188,4.40220304739899e-10
189,2.6171529748165166e-07
190,0.00048247920283224163
191,3.787966027347989e-09
192,2.1466564639832824e-07
193,0.0003012732126656059
194,1.9813564010457195e-05
195,3.284102563509639e-08
196,4.457839069107738e-09
197,9.459053141531555e-05
198,9.38135483489922e-05
199,1.113206584915724e-05
200,9.100949256658214e-08
201,1.3816341073903344e-08
202,0.004294074658128494
203,6.557090977783298e-10
204,4.702102625357004e-06
205,6.531762633102432e-05
206,3.5534913978539995e-12
207,2.1881337301354258e-06
208,0.0023741562203763275
209,2.7072240826268835e-07
210,0.006216226488615702
211,0.0015423772084510142
212,0.00020296994811915803
213,6.9913240359750454e-09
214,0.16713461622548537
215,0.0006058914631806528
216,2.6580103649502467e-05
217,0.17987022128840832
218,7.686243520900909e-06
219,0.0008571828834530025
220,2.5683890261599572e-05
221,1.0630893211996564e-06
222,1.9416657035688196e-08
223,0.04106502425676326
224,5.3364315648486855e-06
225,0.06760878927399767
226,0.008432536600644922
227,0.006370544609060463
228,7.4780224428181e-10
229,1.0870675707949925e-08
230,0.0004135883558800036
231,4.787988760940014e-13
232,3.6375093781817257e-06
233,4.261569231306047e-08
234,0.003850390741161698
235,4.998731711703738e-06
236,6.84862331896284e-06
237,5.904113791850461e-07
238,2.3286510944009913e-08
239,1.2266370488732763e-07
240,1.1737651284096916e-06
241,1.3640246507047732e-07
242,2.014612163579249e-09
243,3.187093859212177e-12
244,1.519206662160132e-08
